ident,latitude,longitude
MN009,-3.188652778,-60.15751111
MUNOP,-1.7755,-54.97516944
ORIVO,-29.80575833,-53.95719167
ISLUT,-12.70724444,-57.15066111
KIGOK,-20.05203056,-42.20170278
DOKPU,-27.69318889,-48.30630833
TONOM,1.957444444,-56.48927778
ESKEG,-27.61403611,-48.64766944
RJ702,-22.94455278,-43.15315
MOXEL,-29.54281389,-53.52596111
UBKAL,-20.59133496,-38.93257466
IZ007,-5.702316667,-47.55251389
FLZ01,-3.790208333,-38.48067778
AR361,-10.88236111,-37.28127778
PUNLI,-22.53116667,-40.9555
ELOPE,-3.654666667,-60.38233333
KAMAG,-22.15016389,-47.31911111
ILPOL,-6.746686111,-69.02323611
TCA82,-23.6765,-46.6483
VUREK,-13.89361111,-38.51261111
NIGVA,-11.20916667,-65.305
PA054,-30.25736389,-51.75016667
CP023,-21.51807778,-41.22741944
MI009,-22.86494444,-42.68984722
CZ002,-7.683333333,-72.98733333
TCAS8,-25.614,-52.8137
KUDGU,-19.6418,-44.05473889
VT089,-20.36441389,-40.31282778
KOGVU,-0.635833333,-49.83383333
ILVAX,-28.22834167,-54.72743889
JU018,-7.6625,-39.356
GETMA,-14.39662433,-58.2214266
EVRAD,-22.60975278,-43.03205
POTKI,-20.27373333,-54.74888889
TT018,-4.29505,-69.85133333
GENKO,-23.26263614,-45.72009411
LS017,-19.68488056,-43.80340833
UTNUG,-22.30959444,-43.69356111
XUVUM,-15.48595833,-55.96269722
UMBAD,-23.28209167,-44.14148333
VJK22,-15.8629,-47.59130833
PV396,-8.587833333,-63.6165
KULAB,-2.854633333,-58.49744167
SJ057,-23.6552,-45.71214167
VUGAN,-29.06580833,-50.67002778
CT097,-25.44099444,-48.93623611
GR262,-22.78285556,-46.28542222
ILVIN,-22.36150278,-41.77913056
CY018,-15.89502778,-55.73576667
ILSOV,-9.325833333,-63.60983333
VT081,-20.46773333,-40.32639444
UMBAS,-1.765,-57.05083333
RB004,-9.965166667,-68.044
MG105,-23.440125,-52.07240556
IBGAR,-20.57194444,-47.50833333
OPROV,-19.01720278,-41.95203333
UR473,-19.91544444,-47.86966667
VJK21,-15.86308056,-47.61550833
ST009,-24.11898925,-46.86273436
LI036,-22.64270556,-40.04540833
AF011,-22.99168333,-43.42153611
IVTIM,-3.206119444,-55.86742222
CY004,-15.811,-56.03258333
KUGOL,-11.45933333,-62.92366667
DAGUT,-5.113461111,-42.58192222
ISIPA,-4.608516667,-59.90708611
EGN96,-3.039327778,-59.84483611
GO006,-16.58416667,-49.30616667
GL020,-22.86631667,-43.15115
ILVES,-9.785944444,-48.36577778
RD014,-16.3745,-54.81916667
ERVAP,-30.549,-55.176
ANSUD,-3.179666667,-60.12166667
ME009,-22.25181667,-41.70164722
CN011,-17.69463333,-48.53328611
CNF02,-19.77783611,-43.82217222
TD004,-24.72661944,-53.69796111
GR281,-23.18236111,-46.07309167
CX016,-29.16965833,-50.60294444
DOPSO,-23.29778056,-45.789
ROBEB,-4.977,-65.79
UTPOM,-12.20045278,-53.02898611
TOGAK,-8.409277778,-48.38444444
UKBAM,-2.669205556,-44.29937778
LON08,-23.32693333,-50.93194722
BH044,-19.80733333,-44.36916667
JH027,-23.47965,-47.10527222
DABVI,-22.63218889,-40.10633056
GL023,-22.79270278,-43.29349722
PAKIM,-29.727475,-53.44604167
TD017,-24.5108,-53.80444167
KUBSU,-29.9352,-53.78313333
NIBSI,-27.24389722,-49.11461944
VG364,-21.75480556,-45.63136111
IP012,-19.653525,-42.47530833
GESBO,-25.00789722,-46.67473056
ROLID,-3.534288889,-38.18095
DAMDU,-4.513055556,-71.895
ILM01,-22.79223056,-43.21762222
MOVGA,7.666666667,-35
NEBAK,-23.024,-46.12233333
RD013,-16.31,-54.72033333
EDPOS,-26.72453889,-48.39730278
GELOV,-22.67436111,-55.03586111
GO024,-16.50399167,-49.20768611
MOXAP,-28.70298889,-53.243975
GAXID,-3.182333333,-60.26066667
TENOL,-29.71644722,-51.18454722
UR472,-19.84369444,-47.91513889
NILSU,-20.91,-48.93516667
EGIMI,6,-36.33333333
TESEK,-18.8455,-50.83916667
GJM01,-10.77761389,-65.28435278
EDNUK,-18.2465,-44.06433333
ATEXO,-13.701,-39.0565
IJK01,-15.87365,-47.83099722
BOLAS,-23.2058,-46.86931944
MUMDO,-2.432166667,-54.85266667
RJ901,-22.9046,-43.16321111
EKOXU,-4.328166667,-61.5675
GO011,-16.72183333,-49.061
DIBUX,-13.53503611,-51.25559444
OPRUK,-28.52703403,-48.94714719
DADAM,-23.77506667,-46.43237778
VRI24,-20.311725,-40.26195556
PL011,-9.20945,-40.70531111
IBDAN,-8.125019444,-51.85560556
ANGEK,-23.30031111,-51.99121944
NF024,-26.63321389,-48.67615278
BI059,-25.422575,-49.224125
PJ022,-10.330475,-48.12496389
MANLO,-23.79719167,-45.40824722
ESLIB,-13.087,-37.27033333
UR001,-19.75720833,-47.9675
ENTAD,-22.936,-42.21735278
OPSAB,-19.98996389,-43.56044444
PTL01,-9.340355556,-40.64156389
ORUGA,-27.18416667,-55.80222222
AKTOP,-8.034333333,-34.95355556
NISTU,-22.67083333,-41.99266667
PUDBI,-21.81510833,-41.12745556
ETEVA,-22.56777778,-39.98583333
NF120,-26.90422222,-48.53469444
MSS01,-5.401969444,-37.43847222
SP003,-23.66427544,-46.75939144
IVSAM,-19.78607222,-44.13012778
VJK19,-15.87061111,-48.21122778
NF153,-27.51037222,-49.16074444
JU028,-7.180652778,-39.37186111
ARPEP,-30.4529,-51.91561389
SP071,-23.44450833,-47.29131389
PA059,-30.108475,-51.83206944
PK008,-31.65916667,-52.06733333
TESIB,-26.18410833,-48.69188056
RJ318,-22.80642778,-43.43753889
PUKSA,-29.56924167,-50.92281389
DAGUB,-22.97129156,-45.63684547
ENVUT,0.264333333,-53.60666667
VUGVI,-23.77679722,-46.55249167
EVMAT,-24.44861944,-49.72493333
ARPON,-15.11055556,-46.64355556
GP031,-21.29547222,-48.52410833
OGPUM,-3.095330556,-58.36232222
ISRIN,-22.15883333,-42.94966667
GR274,-22.77850833,-46.5204
OI019,3.639686111,-51.760775
IRIPI,-20.01622222,-55.61955556
IBDAL,-23.75818611,-45.23151111
UTNIN,-16.93535556,-49.62923889
FATAL,-19.61116667,-57.34166667
CN907,-17.72341667,-48.84936111
RJ017,-22.83567306,-43.77949842
SR362,-21.00511111,-49.52386111
ROMIK,-17.22033333,-48.71883333
KP138,-23.11531944,-47.85509444
ANGIP,-22.58268333,-50.24866667
MEBGA,-22.41933333,-44.11566667
PA056,-30.25733611,-51.90590833
NEVKU,-22.09927222,-50.07765278
MULIP,-2.498166667,-67.20283333
KAMOD,-19.12994167,-44.053725
ILRIR,-0.747144444,-67.78597222
LJ003,-27.88705278,-50.20707778
LO132,-23.30283889,-51.22173333
POTGI,-22.92033333,-43.42133333
DABOR,-0.130894444,-66.22645833
OPVAG,-20.51583333,-54.71816667
UDITU,-29.56508889,-51.23150556
GM003,-10.96639444,-65.15898889
SJ014,-23.22450667,-45.54639808
GAXAM,-16.81533333,-39.6585
TEDUG,-25.40483333,-49.31416667
BI062,-25.47275556,-49.12966667
MK003,-16.69983333,-43.8805
ASDOK,-1.613666667,-22.44033333
TOKOV,-22.94157778,-42.73630556
MQ361,0.101333333,-50.99366667
KOKPU,-2.053833333,-44.635
TELEG,-6.094555556,-44.20136389
UGETA,-7.122336111,-35.77283611
MOTMA,-19.85729245,-44.67428765
MOSMU,-11.18647207,-38.36491856
CW009,-2.455969444,-44.66204167
GR302,-23.44350833,-46.51728611
PA051,-29.99858333,-50.95186389
LO312,-23.39389444,-50.95013889
SIROX,-26.11888889,-55.75694444
ASUGO,-30.51026944,-52.36881111
GERKO,-2.636088889,-44.27493056
LIVOD,-21.86430313,-40.92017235
POPKU,-28.55567222,-55.64781389
HT003,-3.188766667,-52.04486389
BOGIV,-2.315833333,-67.0045
LIXER,-4.362397222,-69.98184722
PS031,-16.29101389,-38.89773889
VH004,-12.841375,-60.24448333
SJ011,-22.93136822,-45.916737
RJ941,-22.86444167,-43.19483333
PUGUN,0.229,-30.31166667
EN011,-22.568475,-40.79034444
OGMOG,-20.2755,-54.48666667
MG103,-23.51783675,-52.09960417
GU008,-25.31125186,-51.35260114
DABUN,-12.29828358,-60.49610644
ETELU,-22.19425278,-40.03348611
JV402,-25.86743889,-48.70267778
CR009,-19.13886111,-57.82329722
BU017,-22.45601111,-48.91171111
REC02,-7.970391667,-34.94794167
NF125,-26.98938889,-48.66227778
VT049,-20.40954897,-40.6097325
GEDIR,-5.937,-46.5475
KEVOP,-16.78083333,-47.93133333
KOVES,-24.45703056,-52.72206944
URC01,-4.88727705,-65.36094659
TOMEK,-4.593333333,-32.84983333
POA05,-29.99569444,-51.11525278
PT004,-27.68001389,-50.54731111
MAPSI,-29.75219167,-51.40173889
PT002,-27.647075,-50.41148056
SO002,-12.32483333,-55.58762222
LO136,-23.24548333,-51.39176389
AKREL,-23.79885556,-50.12709722
MUKEK,-20.26333333,-35.41805556
GR034,-23.39207778,-46.45641944
ENLOT,-15.5726,-56.16695833
UTPAM,-3.532666667,-59.6765
EGBUG,-25.83990278,-50.23225833
MO007,-9.560766667,-36.03726389
REDAD,-20.13654444,-44.49569722
GV022,-18.85517778,-42.11367778
CH024,-27.12715,-52.70595833
ACENA,-28.50313333,-50.86195278
KP129,-23.39566111,-46.81725833
CB024,-22.93260239,-42.12810336
ORIBA,-14.36591111,-53.61119167
UGAPA,-23.27381906,-46.27523789
NEMUT,-20.85010135,-40.18134083
LB002,-22.14142222,-39.93088056
BH019,-20.0185,-44.13116667
CR007,-19.05829444,-57.84698611
QI006,1.596733333,-61.25097778
CHORD,-23.08224444,-45.43069722
EDNOR,-21.80221944,-47.31796389
LIXON,1.235309786,-47.054217
CF072,-19.88336111,-44.32428056
LIXEM,-15.67496667,-47.93769167
SEMPA,-30.43071667,-52.18007222
AG012,-22.97424722,-44.38181389
DODRA,-25.47647778,-49.39153611
LO320,-23.34885278,-51.08466667
ROPAS,-23.89916667,-44.241
PRR02,-22.14412222,-51.66312222
UKAGA,-9.907266667,-53.13199167
RETER,-21.076,-54.9695
DIKEB,4.497833333,-34.15483333
CR003,-19.04583333,-57.433
NILPI,-22.07833333,-46.71066667
BU002,-22.52163333,-48.94878333
NF002,-26.93066667,-48.73516667
CN904,-17.89644444,-48.77083333
DILEM,-12.89004167,-38.22519722
ARNUT,-4.133333333,-32.81433333
DADNA,-17.54233333,-40.79383333
ETIRA,-5.136675,-42.81629444
RWY21,3.860875,-51.79580833
EG023,-3.038966667,-59.87095556
TIVTO,-28.95666667,-51.05583333
BURVI,-19.92505144,-39.66364158
GR292,-22.74219167,-46.65237222
SP069,-23.48813889,-47.23629722
SJ031,-23.19119444,-45.69316944
OBKEN,-20.36429722,-54.56418333
CF071,-19.76468056,-44.29224444
GR308,-23.449975,-46.52846111
EPGOD,0.095697222,-50.99114722
LO222,-23.48085,-50.89593056
GIKLU,-23.42635556,-49.44029167
BUVIT,-26.33442778,-48.64709167
BOMEK,-2.171869444,-66.58566944
TOLOM,-23.00766667,-42.71033333
RJ001,-22.74269444,-43.47982222
ARNED,-26.25549722,-48.57661944
ILSIP,-18.934,-43.6585
TCA23,-23.57680556,-46.691
AKVIT,-3.645872222,-60.52675278
POPTU,-20.3595,-49.37
TEPOL,-22.71846111,-43.32185833
IREMA,-22.69038333,-47.55384167
BR039,-16.01543622,-47.42793469
UR476,-19.98716667,-47.82416667
KG018,-7.294972222,-35.85977222
CXI05,-22.67135833,-43.47636944
UMLIS,-16.48440833,-49.44348333
TONOR,-12.51675278,-54.65839167
SERIM,-3.124166667,-20.4075
NF156,-26.8924,-49.11465278
IMDAB,-23.19740532,-44.62482881
NITGI,-17.40233333,-45.02416667
MIGAM,-4.034666667,-69.89133333
TA001,-22.92719444,-45.479975
ASTOB,-20.68,-48.82316667
AU011,-20.89816667,-50.28316667
TD002,-24.776775,-53.6987
KOTOM,-3.536508333,-66.81703889
VUNIG,-10.571825,-49.95883056
GELVA,-15.87190278,-48.02192222
BV008,2.889894444,-60.60498889
ISMOT,-19.1579005,-57.76078106
GATUK,-13.52163889,-55.24516389
CY007,-15.42055556,-56.24011111
DOSPI,-22.93020278,-47.17633333
UR477,-19.99347222,-47.93644444
VUKPO,-12.63576699,-39.04966144
SMA39,-29.58198611,-53.83603056
KNAVE,-22.84566667,-49.46916667
PJ011,-10.50281667,-48.60727778
DODSU,-7.008877778,-67.40953611
EDLUR,-22.07769444,-47.34085
LOMUL,-16.65765,-49.87470833
GESNU,-23.23756843,-49.7382349
JU035,-7.165902778,-39.41109167
ABATE,-14.39116667,-58.83716667
KIBAP,-20.79373611,-44.57118056
UGREV,-28.22181111,-48.96445
RJ016,-22.89625278,-43.16375278
EG024,-3.038808333,-59.94925833
DN003,-22.06685556,-51.62916944
VRI12,-20.32839444,-40.33488611
OBGAT,-11.75062778,-55.21604167
ISEBU,-13.39074444,-57.95716111
AF012,-22.95675833,-43.61665
PIRES,-2.6845,-48.15633333
FS006,-21.99999167,-41.11591389
VRI09,-20.14496944,-40.23913889
VUNBA,-25.94850556,-48.62713611
ESKEB,-8.442186111,-52.21519444
NM006,-28.33159722,-54.38096944
PV018,-8.493833333,-63.98846111
IT003,-18.62001111,-49.15655278
PG008,-25.21739444,-50.20400833
JD023,-22.98444444,-46.88694444
BG006,-31.20995556,-54.03324722
UPOMI,-5.134166667,-61.50777778
MUDER,-3.707744444,-64.30958889
NENOK,-16.32696111,-56.08346111
EDMAR,-27.266,-53.266
SUBVA,-23.32504722,-52.11746111
NAVIO,-15.75634444,-56.07595556
MADNI,-24.60748333,-47.00904444
SP137,-23.761925,-46.56276944
JV016,-26.21247778,-48.81393333
DODPI,-20.26027778,-40.16
LJ012,-27.68861944,-50.48125556
CXS04,-29.26509722,-51.26086111
SP044,-23.78880303,-46.541622
ARSAL,-2.623888889,-44.40294722
MO006,-9.458761111,-36.06845556
GEMEM,-23.26361111,-42.93777778
PC008,-21.75323611,-46.310625
KP128,-23.33868056,-46.93255556
IH016,-4.032394444,-55.93831667
MOLDO,-3.894008333,-61.08219444
PJ018,-9.874872222,-48.19958056
USTUL,-24.61309167,-52.5744
NT366,-5.836805556,-35.30430556
BOGEL,-25.30143056,-52.27085278
MIBEM,-15.11733333,-41.25916667
ST018,-24.02686983,-46.35988781
KP161,-23.51536111,-47.75318611
LOBIG,-10.1084,-48.48265556
BH006,-19.932,-44.4545
MAZAR,-27.38780278,-50.8402
TOSIX,-27.18940556,-48.60692778
EVTUS,-23.10991219,-41.31110681
SUKDI,-29.28309167,-50.35713056
SN364,-2.451,-54.96783333
CB028,-22.84610589,-41.94369822
ILROS,-26.14387778,-49.33511111
UDESI,-12.84633056,-38.52361944
LO002,-23.16533333,-50.9955
DN010,-22.20111667,-51.23701944
TB002,-1.541908333,-56.56248611
SURBU,-23.70524722,-46.60206111
CLOTI,-23.035425,-43.7691
AG008,-23.08796111,-44.34606667
RAXEN,-29.56583333,-54.46016667
KOGNI,-5.143166667,-45.9055
DIKUN,-17.29987778,-53.96681944
MK017,-16.69963056,-43.88233333
SO009,-12.63301111,-55.75687222
AF009,-22.87412778,-43.44929167
VURUP,-3.715466667,-41.13338611
EDPUS,-5.923166667,-45.16216667
RJ808,-22.96335833,-43.13118889
ROMOD,-9.493105556,-35.88618889
SIDOP,-10.37496047,-35.79607342
DOVRO,-26.69813333,-48.55264167
MAVRU,-4.440833333,-65.26333333
UKATU,-23.72997778,-46.88651667
ILM03,-22.74108889,-43.01831111
CT096,-25.62940278,-48.94316944
TOSOP,-13.72184167,-39.83471944
AR003,-10.982475,-37.11591389
ORIRI,-22.867,-43.36683333
TOGEB,-10.88488889,-61.94722222
TODUM,-31.31535556,-52.85329444
SJC04,-23.26256389,-45.82771111
UKBOV,-28.21039722,-49.08283889
TINSI,-15.58901389,-47.99500278
ILKOX,-13.37366667,-35.54583333
ENRAN,-15.682,-56.35382222
GIBTO,-4.716444444,-37.08190278
CZ003,-7.494666667,-72.9775
TELOS,-9.2585,-56.38416667
OGPER,-5.517666667,-34.70533333
CTB22,-25.53120556,-49.1621
MN019,-3.479988889,-60.08935833
IROSO,-23.07362222,-45.56116667
AE018,-22.34744167,-48.86301389
CO004,-29.966775,-51.07664444
PRIMA,-3.7925,-67.32316667
ARNID,-2.659463889,-44.28540833
PL026,-9.33175,-40.65868056
REPEB,-20.53886111,-54.74399444
VUKIK,-23.84905744,-45.6447964
EGDUT,-22.77416667,-43.5595
ILPUB,-22.68062222,-43.61627778
TF008,-3.514522222,-64.60558611
ILMIX,-3.800986111,-38.4404
CY012,-15.56936111,-56.16111111
SEGDI,-25.64606389,-49.38666667
OGVAR,-20.34409167,-40.24747778
ESDAB,-3.739833333,-40.09833333
GL009,-22.81556111,-43.45751944
FN372,-3.779305556,-32.16877778
URETO,-2.440302778,-54.90208333
DAISE,-29.05133333,-50.781
ESBOD,-17.29816667,-49.08416667
MS012,-5.362016667,-37.43843611
RJ312,-23.03972222,-43.52166667
DIMUX,-22.37233333,-40.84466667
JH022,-23.47640278,-47.05095833
RAXIT,-24.420525,-47.69141667
ITATI,-4.124602778,-38.04060556
USVOB,-24.48960278,-50.10443333
NOBEL,-28.82416667,-52.08483333
EDPUK,-15.83443333,-56.25347778
PAGIN,-25.06583333,-49.15933333
PF013,-28.09996667,-52.36000833
POLVO,-18.5895,-38.52066667
KUMIX,5.408333333,-60.9215
GO012,-16.67966667,-49.136
SUKDA,-19.7515,-44.452
MUKNU,-21.15266667,-47.29833333
SM008,-29.72993908,-53.33017583
PJ007,-10.67925278,-48.31795833
EDROG,-8.607769444,-64.05318889
VUNUX,-20.9474,-40.25184722
VOVPA,-22.24524288,-42.93539304
XOGAR,-22.67985776,-43.18230721
IRULA,-16.7755,-48.08416667
TE373,-5.022802778,-43.06395556
SUNBU,-22.97892778,-45.99430556
GUVIR,-18.96669722,-48.26977778
MG134,-23.53044167,-52.29251111
UGTOM,-29.88561389,-51.33844167
UR474,-19.89619444,-47.7655
MADBO,-27.69505556,-52.94688889
MQ369,-0.044833333,-51.22
ST003,-24.12059836,-46.21857367
REKOG,-23.28994167,-46.67503333
KP173,-23.053325,-47.24720278
ILKOD,-5.734166667,-63.16116667
SCP12,-23.22016944,-45.87254444
CB018,-22.95762778,-42.24574167
MULBU,-14.38088889,-45.35005556
LJS01,-27.75091944,-50.30375833
DOKRO,-26.39292778,-46.74224722
FS014,-21.99129444,-41.00966111
NF121,-26.80458333,-48.36102778
EDVEG,-6.950147222,-34.888725
CX007,-29.383,-50.98133333
BUVIM,-20.17016667,-40.229
ESAVO,-3.569436111,-39.42186667
SJ029,-23.28814167,-45.79762778
JR011,-23.2171,-43.44716944
DILEK,-9.534897222,-35.69972222
REBIL,-21.38187871,-52.00478164
SJ023,-23.00753889,-45.89242778
MM001,-22.51355556,-40.08709444
FS021,-22.02971944,-41.06870556
CALVO,-18.42883333,-39.0125
KOTVO,5,-43
CTB16,-25.52071469,-49.18147458
GR037,-23.27430278,-46.51393889
VJK08,-15.76581111,-47.83581111
GR242,-23.58175833,-46.37678889
PJ039,-10.10481389,-48.20048056
UKMAR,-22.68157954,-41.02118423
SM003,-29.79216667,-53.94066667
OPREK,-5.785333333,-35.27069489
PG009,-25.20660556,-50.18428889
ERVIM,-19.88116667,-44.16433333
EROXU,-22.16130617,-51.52271328
GL036,-22.67916944,-42.77886389
UMDAV,-5.414644444,-37.35417778
NIMRI,0.956375349,-45.38031171
PAJAM,-28.10516667,-48.96383333
PJ006,-10.46986667,-48.5335
ERURI,-15.830575,-47.72946667
UBMIG,-22.87515833,-42.90444444
EDREX,-25.69469722,-49.27964444
EG011,-3.039130556,-59.78765278
VUPER,-19.61913333,-43.7235
GRD10,-20.59050833,-54.7393
YUB01,-4.234033333,-55.99777778
SAVBI,-17.77841534,-40.34225462
DADUT,-30.98448889,-54.15007778
MOMVA,-22.48,-48.642
VURPU,-27.15809444,-53.51040556
EDSAM,-2.948883333,-60.29152222
SIKUD,2.050201882,-46.61072007
SJ017,-23.14748889,-45.76191111
UBMAL,-26.54074722,-48.19485
ARPOP,-9.297305556,-55.14192778
RIKAZ,-29.98501944,-51.38091944
NF109,-26.74283333,-48.55552778
FL966,-27.77600556,-48.34532778
MG118,-23.39143056,-51.94433611
ITASU,-19.96332778,-43.64072222
PAMUG,-30.38638056,-51.96710833
VJK09,-15.74994167,-47.92290556
PABEB,-22.92861111,-43.98111111
GIGSO,-22.55952778,-43.56354722
PJ009,-10.23900278,-48.43693611
ARSIT,-27.74378611,-49.64719722
PF009,-28.40823333,-52.50855833
JE018,-2.727602778,-40.2105
UGOXO,-24.07555833,-46.55331944
SURKU,-23.13370556,-43.46122778
SN367,-2.377666667,-54.51916667
VUNVU,-23.61321944,-46.55636389
XOPEV,-3.403386111,-60.18276944
PV019,-8.553680556,-63.72234722
SN008,-2.429536111,-54.83632778
AT006,-10.03860278,-56.24718333
EVMIM,-22.81578889,-47.79387222
CH039,-27.075325,-52.68016389
MUBKI,-23.64889167,-47.06595833
LUTPA,-0.796733333,-48.15896389
MQ374,-0.099166667,-51.30416667
KEXEB,-19.718425,-44.27668056
FN016,-4.422,-32.4905
AX361,-19.62766667,-46.89083333
CC009,-9.353111111,-54.87116111
VT017,-20.40658333,-40.38477778
NF142,-26.74420833,-47.72945
MEXEK,-5.699,-35.64683333
EVNEB,-23.46218889,-46.57340278
ERVAT,-22.93433333,-42.13683333
SAPGU,-24.00289444,-52.28289167
SP096,-23.02440278,-47.15585556
TCA27,-22.1972,-42.8175
PULOB,-0.638675,-43.58800278
UA011,0.058161111,-66.90380278
PETCO,-22.69685611,-46.5159216
PANUP,-2.657777778,-43.91411111
CB031,-22.93564444,-42.14003056
EDLUT,-23.11118889,-46.2119
SP087,-23.14996111,-47.25740278
FI386,-25.71116667,-54.339
VANOK,-25.58684722,-48.85814722
SR381,-20.78105556,-49.35886389
EPKAX,-21.75235278,-43.01656944
YS003,-22.16128456,-47.44827667
SIKIK,-25.04261111,-49.67241111
KOLTU,-21.23716667,-44.29066667
COSTA,-25.512,-55.23633333
EDMUS,-23.18922778,-45.38586667
BREGA,-3.225,-59.48533333
AT004,-10.11557222,-56.18922778
CXI18,-22.78514444,-43.30763611
TEGIR,-21.16538299,-40.40967614
EN016,-22.74988611,-40.56646667
CXI29,-22.8472,-43.20954444
GR291,-22.80397222,-47.04825
ESMIV,-21.81301389,-48.13948056
CP015,-21.75680556,-41.49887222
OPSAK,-3.933108333,-39.07412778
ISURO,-11.58316667,-47.7795
CP011,-21.58601111,-41.25235
RJ316,-23.12894444,-42.80050556
AKVEV,-8.211480556,-34.87808889
OKBAR,-27.65808889,-50.45674167
PCL04,-21.82253333,-46.51155556
GEKEM,-21.73380278,-51.18782222
LO206,-23.46443611,-51.140025
PC007,-21.68810278,-46.43181389
MQ381,0.200333333,-50.84
NT362,-5.693805556,-35.42022222
SAVGO,-15.88692222,-48.03785278
JH013,-23.45710278,-47.07660556
PV382,-8.916,-63.795
VUSRA,-22.93412222,-43.77686111
KODOS,1.203,-26.217
LODEB,-2.729652778,-44.33083333
EDNAR,-15.47683333,-48.5785
NF012,-26.82434444,-48.15590833
VAGUV,-5.0005,-37.40506667
IRILU,-29.11366667,-51.42933333
SOSBU,-17.01162222,-54.99314167
AE003,-22.013,-49.26066667
CBO14,-9.323866667,-55.01318611
KOVTI,-5.527666667,-48.42316667
ANRIB,-5.62,-60.72583333
SC001,-23.1145,-43.8075
DODMA,-16.27733333,-49.006
EGBAL,-20.876,-46.88916667
VRI15,-20.07711111,-40.19562222
ASGOD,-14.837,-43.59483333
OBGOK,-3.327683333,-60.24571667
TENEN,-22.3995,-39.66583333
IVSIK,-5.839833333,-35.561
BUVIP,1.370833333,-59.22666667
TEGOM,-20.26659167,-44.18087778
EPGEP,-28.38834444,-52.42043056
CP044,-21.81077778,-41.35116944
AKVUM,-4.778333333,-38.90683333
PO006,-26.36485833,-52.92726944
NF106,-26.91888333,-48.71573333
AN004,-16.36833333,-49.08266667
CUARA,-30.38686231,-56.46397483
TCA67,-21.7888,-44.2868
FS023,-22.03063333,-41.06835556
SP132,-23.55826667,-46.71760278
VURTU,2.169944444,-50.70744444
UBNED,-16.58295556,-42.40397222
RJ077,-22.92033056,-43.14048889
EGUNU,-18.45707222,-48.12725
GV003,-18.98532778,-42.19208056
EPKOG,-22.70416667,-43.03583333
DAGAM,-6.178,-17.248
ALR01,-2.375625,-44.40790278
FTP33,-23.23793889,-45.85476111
CY019,-15.610375,-56.02276111
ROGIM,-22.30536389,-40.0924
